ID,ha_tenido_CREDITO_DE_CONSUMO,ha_tenido_CREDITO_DE_MATERIALES,ha_tenido_CREDITO_AUTO,ha_tenido_TDC,tiene_cuenta_COBRANZA,tiene_cuenta_BANCO_XYZ,tiene_cuenta_OTRO_BANCO,tiene_cuenta_revolvente,tiene_saldo_vencido,tiempo_vida_crediticia,numero_mora_historico,numero_mora_leve,numero_mora_alta,numero_mora_irrecuperable,cuentas_revolventes_abiertas,cuentas_negativas_actuales,cuentas_claves_hist_negativa,numero_solic_ultimos_6meses,total_solicitudes_reporte,pct_limit_cred_utilizado_revol,geo_variable,mes,target
4664_2019,1,0,0,1,0,0,1,1,0,12118,0,0,0,0,13,0,2,7,29,62,0.055175439,1,0
46651_2019,0,0,1,1,0,0,1,1,0,5092,13,0,0,0,22,0,3,3,25,4,0.055468577,4,0
46655_2019,0,0,1,1,0,0,1,1,0,4303,7,0,0,0,6,0,0,6,19,9,0.053539005,4,0
46663_2019,1,0,0,1,0,0,1,1,0,3759,2,0,0,0,4,0,1,3,12,43,0.562001276,4,0
4666_2019,1,0,0,1,0,1,1,1,0,4029,0,0,0,0,9,0,1,1,3,27,0.05843587,1,0
46672_2019,1,0,1,1,0,1,1,1,0,13147,4,0,0,0,13,0,0,3,16,41,0.056082368,4,0
46673_2019,0,0,0,1,0,0,1,1,0,1120,2,0,0,0,5,0,0,1,12,65,0.061359488,4,0
46679_2019,1,1,0,1,0,1,1,1,0,6376,116,0,0,0,13,0,3,10,44,49,0.055569151,4,0
46684_2019,0,0,0,1,0,0,1,1,0,6305,2,0,0,0,10,0,0,1,3,16,0.059020575,4,0
46687_2019,1,1,1,1,0,0,1,1,0,4237,2,0,0,0,7,0,0,16,18,42,0.074187158,4,0
46688_2019,0,0,0,1,0,0,1,1,0,2807,0,0,0,0,8,0,1,10,16,31,0.055928171,4,0
46689_2019,1,0,0,1,0,0,1,1,1,7759,0,0,0,1,6,1,5,2,27,29,0.431070778,4,0
46700_2019,0,0,0,1,0,0,1,1,0,3066,0,0,0,0,9,0,0,0,1,15,0.061359488,4,0
46703_2019,0,0,0,1,0,1,1,1,1,4499,4,1,0,0,12,1,1,9,20,18,0.093613645,5,0
46704_2019,1,0,1,1,0,0,1,1,0,10818,2,0,0,0,20,0,0,7,23,15,0.054233618,4,0
46708_2019,0,0,0,1,1,0,1,1,1,4367,96,0,1,0,12,1,0,1,46,30,0.055158131,4,0
46709_2019,0,0,0,1,0,1,1,1,0,4929,0,0,0,0,24,0,0,3,12,10,0.052660861,4,0
4670_2019,1,0,1,1,0,0,1,1,0,3238,11,0,0,0,12,0,4,2,5,75,0.051960838,1,0
46710_2019,1,0,0,1,1,0,1,1,1,9267,96,0,1,0,4,1,0,5,17,12,0.060052147,4,0
46714_2019,0,0,0,1,0,0,1,1,0,10926,0,0,0,0,11,0,0,5,21,16,0.054976166,4,0
46715_2019,0,0,1,1,0,0,1,1,0,7029,0,0,0,0,6,0,0,1,4,9,0.056382615,4,0
46716_2019,1,0,0,1,0,0,1,1,0,5025,2,0,0,0,5,0,1,3,3,23,0.055569151,4,0
46720_2019,0,0,0,1,0,0,1,1,0,3802,0,0,0,0,1,0,0,1,6,6,0.055340581,4,0
46724_2019,1,1,1,1,0,0,1,1,1,2065,19,0,0,0,6,1,9,3,9,66,0.215065328,4,0
46728_2019,1,0,0,1,0,1,1,1,0,4438,12,0,0,0,21,0,2,10,16,37,0.053481713,4,0
46729_2019,0,0,0,1,0,0,1,1,1,8343,13,0,0,1,13,1,4,1,4,25,0.054005736,4,0
46730_2019,1,0,0,1,1,0,1,1,1,1786,105,0,1,0,4,2,1,8,15,43,0.053154645,4,0
46733_2019,0,0,1,1,0,0,1,1,0,3415,0,0,0,0,5,0,0,1,3,9,0.054819794,4,0
46734_2019,1,0,1,1,0,0,1,1,0,2029,2,0,0,0,8,0,0,3,18,40,0.054475509,4,0
46737_2019,1,0,0,1,0,0,1,1,0,3295,4,0,0,0,14,0,0,1,1,62,0.056498715,4,0
46738_2019,0,0,0,1,0,0,1,1,0,1290,4,0,0,0,5,0,2,4,8,47,0.055257476,4,1
46747_2019,1,0,1,1,0,0,1,1,0,25301,8,0,0,0,24,0,6,11,36,66,0.055659978,4,0
46749_2019,0,0,1,1,0,0,1,1,0,3170,0,0,0,0,10,0,0,2,9,13,0.056594703,4,0
46750_2019,1,0,1,1,0,0,1,1,0,7473,6,0,0,0,17,0,3,3,22,18,0.055169614,4,0
46752_2019,0,0,0,1,0,0,1,1,0,2249,0,0,0,0,1,0,0,0,0,90,0.060642233,4,0
46757_2019,0,0,0,1,0,0,1,1,0,6414,4,0,0,0,9,0,4,1,1,2,0.509289851,4,0
46761_2019,1,0,0,1,1,0,1,1,1,4794,192,0,1,0,3,1,1,3,7,72,0.056762563,4,0
46765_2019,0,0,1,1,0,0,1,1,0,3380,4,0,0,0,16,0,2,10,41,2,0.056765599,4,0
46774_2019,0,0,1,1,0,0,1,1,0,5610,8,0,0,0,16,0,4,4,26,30,0.0631652,4,0
46775_2019,0,0,0,1,0,0,1,1,1,9203,2,1,0,0,27,1,0,16,37,16,0.215065328,4,0
46779_2019,1,0,0,1,0,0,1,1,0,7253,0,0,0,0,16,0,0,10,19,11,0.058826947,4,0
46782_2019,0,0,0,1,0,0,1,1,0,4770,6,0,0,0,10,0,4,3,12,23,0.052572248,4,0
46783_2019,1,0,1,1,0,0,1,1,0,4055,0,0,0,0,9,0,1,3,14,29,0.052744949,4,0
46786_2019,0,0,0,1,0,1,1,1,0,6510,5,0,0,0,20,0,2,1,12,2,0.054497763,4,0
46790_2019,1,1,0,1,0,0,1,1,0,5566,7,0,0,0,8,0,2,3,5,30,0.057414903,5,0
46791_2019,0,0,1,1,0,0,1,1,0,15064,2,0,0,0,6,0,0,1,1,13,0.062840766,4,0
46798_2019,0,0,1,1,0,0,1,1,0,2733,2,0,0,0,8,0,3,2,6,5,0.08563611,4,0
46801_2019,1,0,0,1,0,0,1,1,0,4130,2,0,0,0,16,0,1,5,15,19,0.052242147,4,0
46803_2019,0,0,1,1,0,0,1,1,1,5022,192,0,1,1,9,2,0,5,18,78,0.051960838,5,0
46804_2019,0,0,0,1,0,0,1,1,0,5884,2,0,0,0,6,0,0,5,17,27,0.052313457,4,0
46810_2019,0,1,0,1,0,0,1,1,0,693,4,0,0,0,4,0,1,6,19,34,0.061020664,4,0
46816_2019,0,0,1,1,0,0,1,1,0,13961,0,0,0,0,12,0,1,1,4,13,0.056230998,4,0
46826_2019,1,0,0,1,0,0,1,1,0,6568,7,0,0,0,21,0,1,5,12,28,0.051960838,4,0
46827_2019,1,0,0,1,1,0,1,1,0,4045,96,0,0,0,19,0,1,7,17,13,0.05644831,4,0
46831_2019,1,0,0,1,0,0,1,1,1,5014,11,0,0,0,8,1,4,2,7,29,0.052908615,4,0
46838_2019,1,0,0,1,0,0,1,1,0,9762,2,0,0,0,17,0,2,1,3,20,0.053048525,4,0
46841_2019,0,0,0,1,0,0,1,1,0,9189,7,0,0,0,11,0,2,1,3,7,0.093613645,4,0
46842_2019,0,0,0,1,0,0,1,1,0,4797,2,0,0,0,10,0,1,2,8,5,0.055590373,4,0
46844_2019,1,0,0,1,0,0,1,1,0,3482,11,0,0,0,10,0,4,1,15,9,0.056216014,4,0
46845_2019,0,0,0,1,0,0,1,1,0,1331,2,0,0,0,4,0,1,1,5,51,0.054482182,4,0
46846_2019,0,0,1,1,0,0,1,1,0,1945,101,0,0,0,6,0,1,2,25,36,0.054399252,4,0
46850_2019,1,0,1,1,0,0,1,1,0,3074,0,0,0,0,7,0,0,4,33,13,0.082494105,4,0
46854_2019,0,1,0,1,0,1,1,1,0,4914,2,0,0,0,12,0,2,3,12,15,0.051960838,4,0
46856_2019,1,0,0,1,0,0,1,1,1,7420,9,0,1,0,7,1,2,8,27,45,0.058901004,4,0
46863_2019,1,1,1,1,0,0,1,1,0,10288,14,0,0,0,37,0,3,16,28,16,0.068976616,4,0
46866_2019,1,0,0,1,0,0,1,1,0,3345,0,0,0,0,5,0,0,1,3,8,0.059620116,4,0
46868_2019,1,0,0,1,0,0,1,1,0,4218,2,0,0,0,25,0,1,3,18,9,0.175291484,4,0
46875_2019,0,0,0,1,0,0,1,1,0,9874,192,0,0,0,4,0,2,8,22,17,0.058357808,4,0
46876_2019,0,0,1,1,0,0,1,1,0,7264,0,0,0,0,13,0,1,1,3,6,0.052475329,4,0
46880_2019,1,0,0,1,0,1,1,1,0,11005,9,0,0,0,27,0,1,3,11,18,0.300140281,4,0
46885_2019,1,0,0,1,0,0,1,1,0,4007,0,0,0,0,10,0,0,3,12,25,0.431070778,4,0
4688_2019,1,0,0,1,0,0,1,1,0,2799,5,0,0,0,3,0,4,5,13,10,0.054716648,1,0
46895_2019,0,0,0,1,0,0,1,1,0,8610,17,0,0,0,11,0,7,1,7,34,0.05714138,4,0
468_2019,1,0,0,1,0,0,1,1,0,3125,0,0,0,0,20,0,0,1,3,31,0.054723051,1,0
46900_2019,0,0,0,1,0,0,1,1,0,7216,2,0,0,0,7,0,2,3,9,11,0.300140281,4,0
46902_2019,0,0,0,1,0,0,1,1,0,3535,0,0,0,0,9,0,0,1,3,15,0.057515574,4,0
46906_2019,0,0,0,1,0,0,1,1,0,2046,0,0,0,0,10,0,0,8,15,7,0.071987338,4,0
46907_2019,0,0,0,1,0,0,1,1,0,2673,0,0,0,0,5,0,0,2,4,0,0.06044596,4,0
4690_2019,0,0,0,1,0,1,1,1,1,2938,0,1,0,0,14,1,0,2,4,54,0.061999313,1,0
46910_2019,1,0,1,1,0,0,1,1,0,6991,578,0,0,0,30,0,9,9,20,54,0.055928171,4,0
46914_2019,0,0,1,1,0,0,1,1,0,4599,0,0,0,0,9,0,1,4,22,25,0.163960668,4,0
46917_2019,0,0,1,1,0,1,1,1,0,3468,2,0,0,0,10,0,1,1,6,76,0.554461482,4,0
46928_2019,1,0,1,1,1,1,1,1,0,5775,100,0,0,0,17,0,2,6,25,7,0.052805279,4,0
46935_2019,0,0,0,1,0,0,1,1,0,3947,0,0,0,0,7,0,0,3,11,42,0.052175281,4,0
46936_2019,1,1,1,1,0,0,1,1,0,5264,6,0,0,0,7,0,3,12,31,36,0.051960838,4,0
46945_2019,0,0,1,1,0,0,1,1,0,6352,0,0,0,0,10,0,0,2,7,31,0.054189559,4,0
4694_2019,0,0,0,1,1,0,1,1,1,4618,96,0,1,0,13,1,2,1,10,31,0.061659506,1,0
46951_2019,0,0,0,1,0,1,1,1,0,5046,0,0,0,0,4,0,0,1,3,3,0.054497763,4,0
46958_2019,1,0,1,1,0,0,1,1,0,6479,2,0,0,0,20,0,0,13,22,20,0.054347529,4,0
46960_2019,1,0,0,1,0,0,1,1,0,2961,0,0,0,0,7,0,0,1,8,10,0.061695469,4,0
46966_2019,0,0,0,1,0,1,1,1,0,2723,2,0,0,0,8,0,1,2,5,11,0.300140281,4,0
46967_2019,1,1,1,1,0,0,1,1,0,5660,0,0,0,0,9,0,0,3,14,20,0.058961699,4,0
4696_2019,0,0,0,1,0,1,1,1,0,4781,2,0,0,0,10,0,0,2,9,54,0.266066142,1,0
46970_2019,0,1,1,1,0,0,1,1,0,6577,6,0,0,0,20,0,2,8,13,0,0.055928171,4,0
46971_2019,0,0,1,1,0,0,1,1,0,2674,2,0,0,0,2,0,1,1,5,7,1,4,0
46972_2019,1,0,1,1,0,0,1,1,0,10422,10,0,0,0,16,0,2,10,40,47,0.06141829,4,0
46975_2019,1,0,1,1,0,0,1,1,0,7570,0,0,0,0,11,0,0,3,13,29,0.173249729,4,0
46976_2019,1,0,1,1,0,0,1,1,1,7767,20,0,0,1,27,1,4,6,24,49,0.05246086,4,1
46983_2019,1,0,0,1,0,0,1,1,0,2269,0,0,0,0,7,0,0,1,6,32,0.064729732,4,0
46990_2019,0,0,0,1,0,0,1,1,0,1060,2,0,0,0,4,0,1,3,7,56,0.053523931,4,0
47001_2019,0,0,0,1,0,0,1,1,0,6549,0,0,0,0,13,0,0,4,8,11,0.051960838,4,0
47004_2019,1,0,1,1,0,0,1,1,0,6162,7,0,0,0,4,0,3,4,10,52,0.090436123,4,0
47009_2019,1,0,0,1,0,1,1,1,1,3038,4,1,0,0,5,1,2,4,7,7,0.07018759,4,0
4700_2019,1,0,0,1,0,0,1,1,0,2894,0,0,0,0,11,0,0,1,2,21,0.060985817,1,0
47012_2019,0,1,1,1,0,0,1,1,1,6624,24,0,0,1,9,3,6,1,3,62,0.054621207,4,0
47013_2019,1,1,0,1,0,0,1,1,1,5727,6,0,0,1,5,1,1,3,3,49,0.051960838,4,0
47014_2019,1,1,0,1,0,1,1,1,0,2945,13,0,0,0,16,0,6,5,11,8,0.057872547,4,0
47016_2019,0,0,0,1,0,0,1,1,0,6913,0,0,0,0,12,0,0,1,2,21,0.051960838,4,0
47019_2019,0,0,0,1,0,0,1,1,1,2744,8,0,0,1,7,1,1,4,10,29,0.054448698,4,1
47020_2019,0,1,0,1,0,0,1,1,1,1281,2,0,0,0,3,1,0,1,2,6,0.053780195,4,0
47022_2019,0,0,0,1,0,0,1,1,0,118,0,0,0,0,1,0,0,2,2,21,0.054448698,6,1
47024_2019,0,0,0,1,0,0,1,1,0,5064,4,0,0,0,6,0,1,6,10,23,0.300140281,4,0
47025_2019,0,0,1,1,1,0,1,1,1,4776,107,0,1,0,14,1,2,3,19,81,0.086171076,4,0
47026_2019,0,0,0,1,0,0,1,1,0,2543,9,0,0,0,7,0,1,1,6,2,0.051960838,4,0
47032_2019,0,0,1,1,0,0,1,1,0,5967,2,0,0,0,10,0,0,3,11,47,0.056369741,4,0
47036_2019,0,0,0,1,0,0,1,1,0,14647,5,0,0,0,11,0,2,3,10,0,0.112665267,4,0
47045_2019,0,0,0,1,0,0,1,1,0,7522,2,0,0,0,13,0,0,1,20,3,0.431070778,4,0
47050_2019,1,0,0,1,0,0,1,1,1,4168,12,0,0,1,13,1,7,9,35,14,0.055116971,4,0
47057_2019,0,0,0,1,0,0,1,1,0,7836,2,0,0,0,8,0,1,0,20,34,0.056498715,4,0
4705_2019,0,0,0,1,0,1,1,1,1,6230,6,0,0,0,24,1,1,10,27,2,0.05808912,1,0
47061_2019,0,0,0,1,0,0,1,1,0,9693,3,0,0,0,11,0,5,1,7,3,0.058499478,4,0
47063_2019,0,0,0,1,0,0,1,1,0,8445,4,0,0,0,15,0,1,1,6,33,0.060379208,4,0
47071_2019,1,0,0,1,0,0,1,1,0,1868,8,0,0,0,6,0,2,6,16,1,0.056266501,4,0
47072_2019,0,1,0,1,0,0,1,1,0,4573,0,0,0,0,1,0,0,1,1,47,0.051960838,4,0
4707_2019,1,0,1,1,0,0,1,1,0,2467,2,0,0,0,5,0,0,9,14,9,0.051960838,1,0
47084_2019,1,0,1,1,0,0,1,1,0,3385,2,0,0,0,11,0,0,8,22,13,0.056941342,4,0
47086_2019,0,0,1,1,0,0,1,1,0,4011,2,0,0,0,3,0,2,4,19,50,0.055162691,4,0
47089_2019,0,0,0,1,0,0,1,1,0,9694,97,0,0,0,10,0,1,2,2,2,0.300140281,4,0
47091_2019,0,0,1,1,0,0,1,1,0,5489,12,0,0,0,20,0,7,0,2,43,1,4,1
47094_2019,1,1,1,1,0,1,1,1,1,4877,299,0,0,0,20,1,4,8,18,47,0.066970756,4,0
47099_2019,0,1,0,1,0,0,1,1,0,7732,7,0,0,0,9,0,2,1,5,46,0.728557563,4,0
47105_2019,0,0,1,1,0,0,1,1,0,2842,0,0,0,0,13,0,0,5,13,8,0.056190647,4,0
4710_2019,1,1,0,1,0,0,1,1,0,5836,33,0,0,0,8,0,12,6,9,93,0.055828298,1,0
47110_2019,1,0,1,1,0,0,1,1,1,3644,7,1,0,0,24,1,2,1,13,24,1,4,0
47112_2019,0,1,0,1,0,1,1,1,0,6091,2,0,0,0,15,0,1,5,17,24,0.053676311,4,0
47113_2019,1,0,0,1,0,0,1,1,0,6542,8,0,0,0,11,0,2,5,23,35,0.053904232,4,0
47125_2019,0,0,0,1,0,0,1,1,0,2758,2,0,0,0,9,0,3,7,28,57,0.056703574,4,0
47126_2019,0,0,0,1,0,1,1,1,0,3156,2,0,0,0,12,0,1,0,3,14,0.052507806,4,0
4713_2019,0,0,0,1,0,0,1,1,0,960,0,0,0,0,4,0,0,7,10,18,0.057988905,1,0
4714_2019,1,0,0,1,0,0,1,1,0,3909,4,0,0,0,5,0,1,5,5,20,0.053732933,1,1
47154_2019,1,0,0,1,0,0,1,1,0,25303,0,0,0,0,10,0,0,17,46,64,0.185795015,4,1
47157_2019,1,1,1,1,0,0,1,1,0,8374,11,0,0,0,15,0,7,6,26,37,0.053516388,4,0
4715_2019,0,0,0,1,0,0,1,1,0,7919,5,0,0,0,19,0,6,8,26,9,0.051960838,1,0
47163_2019,0,1,0,1,0,0,1,1,1,4125,10,0,0,0,16,1,4,3,9,18,0.10654776,4,0
47165_2019,0,0,0,1,0,0,1,1,0,4998,7,0,0,0,16,0,1,23,30,37,0.06759695,5,0
47178_2019,1,1,1,1,0,0,1,1,0,4670,9,0,0,0,18,0,5,3,13,40,0.054976166,4,0
47186_2019,0,0,1,1,0,0,1,1,0,2993,14,0,0,0,13,0,5,3,18,0,0.05843587,4,0
47188_2019,0,0,1,1,0,0,1,1,0,5473,5,0,0,0,14,0,1,11,28,15,0.51655371,4,0
47189_2019,1,0,0,1,0,0,1,1,0,3416,2,0,0,0,5,0,1,9,14,71,0.053888644,4,0
47193_2019,0,0,0,1,0,0,1,1,0,5891,9,0,0,0,21,0,7,4,8,29,0.054363643,4,0
47195_2019,0,0,1,1,0,0,1,1,0,4324,2,0,0,0,6,0,2,1,6,40,0.093613645,4,0
47198_2019,0,0,0,1,0,0,1,1,0,1868,0,0,0,0,6,0,0,1,5,44,0.051960838,4,0
4719_2019,1,0,0,1,0,0,1,1,0,3016,2,0,0,0,5,0,1,5,26,22,0.215065328,1,0
47200_2019,1,0,0,1,0,1,1,1,0,4562,2,0,0,0,13,0,0,2,13,43,0.069335029,4,0
47201_2019,1,0,1,1,0,0,1,1,0,5309,4,0,0,0,13,0,3,7,21,5,0.510275273,4,0
47202_2019,0,0,0,1,0,0,1,1,0,5128,0,0,0,0,4,0,0,3,28,42,0.07018759,4,0
47204_2019,1,1,0,1,0,0,1,1,0,4300,0,0,0,0,3,0,0,3,5,5,0.054956296,4,0
47208_2019,0,0,0,1,0,0,1,1,0,2965,4,0,0,0,0,0,0,0,0,0,0.055100513,4,0
47212_2019,1,1,0,1,0,0,1,1,0,3082,9,0,0,0,5,0,2,1,11,12,0.052313457,4,0
47214_2019,0,0,1,1,0,0,1,1,0,4704,4,0,0,0,16,0,1,2,4,10,0.300140281,4,0
47215_2019,1,0,0,1,0,0,1,1,1,8778,108,0,0,3,11,3,5,9,25,54,0.056364329,6,0
47218_2019,1,0,0,1,0,0,1,1,0,1825,10,0,0,0,4,0,2,5,17,25,0.728557563,4,0
47222_2019,0,1,0,1,1,0,1,1,1,4307,14,0,0,0,8,2,0,8,15,38,0.052892557,4,0
47225_2019,0,0,0,1,0,0,1,1,0,9051,0,0,0,0,21,0,0,7,11,15,0.052675229,4,0
47226_2019,0,0,0,1,0,0,1,1,0,5775,96,0,0,0,3,0,0,1,14,52,0.06199098,4,0
47233_2019,0,0,1,1,0,0,1,1,0,8674,6,0,0,0,20,0,0,2,17,8,0.056757838,4,0
47235_2019,0,0,1,1,0,1,1,1,0,8054,5,0,0,0,21,0,3,3,13,0,0.300140281,4,0
47237_2019,0,0,1,1,0,0,1,1,0,4716,9,0,0,0,14,0,4,4,16,28,0.300140281,4,0
47238_2019,1,1,0,1,0,0,1,1,1,5563,24,0,0,0,5,1,5,1,3,3,0.509289851,4,0
47239_2019,0,0,1,1,0,0,1,1,1,9791,96,0,1,0,13,1,0,3,10,67,0.055605386,4,0
47241_2019,1,0,0,1,0,0,1,1,1,6958,19,0,0,2,15,3,2,9,42,14,0.066227556,4,1
47249_2019,0,0,1,1,0,1,1,1,1,3640,99,0,0,1,17,1,1,3,12,20,0.057236967,4,0
47250_2019,1,0,1,1,0,1,1,1,0,7907,10,0,0,0,32,0,6,14,25,10,0.053048525,4,0
47252_2019,1,0,1,1,0,0,1,1,1,6184,20,1,0,0,10,2,4,5,9,8,0.054324619,4,0
47254_2019,1,0,1,1,0,0,1,1,0,13375,11,0,0,0,22,0,5,7,22,22,0.054671271,4,0
47256_2019,1,0,0,1,0,0,1,1,0,5073,10,0,0,0,7,0,0,1,12,7,0.728557563,4,0
4725_2019,1,1,0,1,0,0,1,1,1,2908,19,0,0,1,9,1,6,3,14,28,0.728557563,1,0
47260_2019,1,1,0,1,0,0,1,1,0,2204,12,0,0,0,9,0,5,1,9,32,0.431070778,5,0
47277_2019,0,1,0,1,1,0,1,1,0,4770,11,0,0,0,8,0,2,4,8,0,0.051960838,4,0
47285_2019,1,0,0,1,0,0,1,1,0,2721,0,0,0,0,8,0,0,2,13,22,0.05759068,4,0
4728_2019,1,1,0,1,0,0,1,1,0,5881,16,0,0,0,8,0,0,2,6,7,0.215065328,1,0
47292_2019,1,1,0,1,0,0,1,1,0,2154,7,0,0,0,13,0,3,3,5,5,0.059050542,4,0
47297_2019,1,0,0,1,0,1,1,1,0,4828,6,0,0,0,22,0,4,5,31,112,0.053784638,4,0
47300_2019,1,1,0,1,0,0,1,1,1,6387,28,0,0,0,11,2,3,1,10,34,0.052033308,4,0
47303_2019,0,0,0,1,0,0,1,1,0,1879,0,0,0,0,7,0,0,7,21,47,0.431070778,4,0
47304_2019,1,1,0,1,0,0,1,1,0,5347,27,0,0,0,24,0,11,10,57,53,0.514225205,4,0
47305_2019,1,0,0,1,0,0,1,1,0,4063,0,0,0,0,18,0,0,5,17,67,0.110608744,4,0
47309_2019,0,0,1,1,0,1,1,1,0,3024,11,0,0,0,18,0,4,7,16,6,0.051960838,4,0
47311_2019,1,0,1,1,0,1,1,1,0,5123,2,0,0,0,12,0,1,4,13,94,0.051960838,4,0
47313_2019,0,0,0,1,0,0,1,1,0,4862,0,0,0,0,5,0,0,5,20,26,0.07018759,4,0
47314_2019,0,0,0,1,0,0,1,1,0,8770,2,0,0,0,10,0,1,12,33,30,0.076993605,4,1
47322_2019,1,0,1,1,0,0,1,1,0,5661,4,0,0,0,19,0,2,7,46,42,0.054863547,4,0
47327_2019,1,0,1,1,0,1,1,1,0,23953,0,0,0,0,32,0,2,7,23,16,0.163960668,4,0
47330_2019,0,1,1,1,0,1,1,1,0,2397,13,0,0,0,13,0,6,1,13,27,0.051960838,4,0
47335_2019,1,0,1,1,0,0,1,1,0,2227,0,0,0,0,2,0,0,3,6,26,0.061359488,4,0
47340_2019,1,0,1,1,0,1,1,1,0,4511,2,0,0,0,17,0,1,2,10,29,0.07351939,4,0
47343_2019,0,0,0,1,0,0,1,1,0,2739,4,0,0,0,5,0,1,1,3,47,0.057921668,4,0
47344_2019,0,0,1,1,0,0,1,1,1,6210,103,0,1,0,10,1,2,1,2,59,0.055257476,4,0
47349_2019,1,0,1,1,0,0,1,1,0,9474,0,0,0,0,15,0,2,3,8,21,0.054819794,4,0
4734_2019,1,0,0,1,0,0,1,1,0,3539,2,0,0,0,4,0,0,3,9,0,0.215065328,1,0
47350_2019,0,0,1,1,0,1,1,1,0,5060,7,0,0,0,12,0,1,1,13,23,0.054229842,4,0
47352_2019,0,1,1,1,0,0,1,1,0,4685,19,0,0,0,22,0,7,7,26,10,0.053105187,4,0
47354_2019,1,0,0,1,0,0,1,1,0,8174,0,0,0,0,5,0,0,8,41,0,0.051960838,4,0
47355_2019,0,1,0,1,0,0,1,1,0,4330,4,0,0,0,10,0,1,1,6,47,0.058062067,4,0
47356_2019,1,0,1,1,0,0,1,1,0,3692,2,0,0,0,7,0,1,7,20,28,0.300140281,4,0
47357_2019,0,0,0,1,0,0,1,1,0,1678,3,0,0,0,3,0,0,1,4,10,0.300140281,4,0
47361_2019,1,0,0,1,0,1,1,1,0,10683,100,0,0,0,19,0,3,2,10,0,0.051960838,4,0
47364_2019,1,0,1,1,0,0,1,1,0,9425,6,0,0,0,14,0,2,1,3,2,0.051960838,4,0
47366_2019,1,1,1,1,0,0,1,1,0,6280,27,0,0,0,14,0,10,20,80,48,0.051960838,4,0
47368_2019,1,0,0,1,0,0,1,1,0,2775,8,0,0,0,4,0,1,1,1,61,0.054377757,4,0
47372_2019,0,1,0,1,0,0,1,1,0,2794,2,0,0,0,5,0,0,1,9,22,0.061207439,4,0
47373_2019,1,0,1,1,0,0,1,1,0,5657,10,0,0,0,15,0,4,4,13,19,0.051960838,4,0
47375_2019,1,0,1,1,0,0,1,1,0,2694,4,0,0,0,6,0,2,1,8,56,0.053381217,4,1
47376_2019,0,0,0,1,0,0,1,1,0,969,4,0,0,0,10,0,0,1,9,50,1,4,0
4737_2019,1,0,1,1,0,0,1,1,0,5348,4,0,0,0,19,0,2,5,12,54,0.055116971,1,1
47380_2019,0,0,0,1,0,0,1,1,0,3817,7,0,0,0,8,0,1,1,2,9,0.300140281,4,0
47381_2019,0,0,0,1,0,0,1,1,0,5191,0,0,0,0,5,0,0,7,12,93,0.431070778,4,0
47382_2019,0,0,0,1,0,0,1,1,0,1826,2,0,0,0,8,0,0,1,13,43,0.053122601,4,0
47385_2019,1,0,0,1,0,0,1,1,0,1036,0,0,0,0,5,0,0,13,35,76,0.061662858,5,0
47386_2019,1,1,0,1,0,0,1,1,1,8658,21,0,0,0,12,1,3,12,34,34,0.053152011,4,0
47392_2019,0,0,0,1,0,0,1,1,0,2444,8,0,0,0,12,0,2,4,8,7,0.051960838,4,0
47393_2019,0,0,1,1,0,0,1,1,0,978,3,0,0,0,6,0,0,3,13,12,0.10654776,4,0
47394_2019,0,0,1,1,0,0,1,1,0,5282,12,0,0,0,7,0,2,3,15,2,0.060052147,4,0
47397_2019,0,0,0,1,0,0,1,1,0,6058,0,0,0,0,5,0,0,1,6,38,0.092551053,4,0
47399_2019,1,0,1,1,0,0,1,1,1,6798,15,0,0,1,13,1,2,1,17,55,0.051960838,4,0
47404_2019,1,0,1,1,0,1,1,1,0,4969,3,0,0,0,21,0,2,5,22,15,0.059200103,4,0
47406_2019,1,1,0,1,1,0,1,1,1,12334,20,0,0,0,8,3,0,3,6,37,0.05875457,4,0
47408_2019,0,0,0,1,0,1,1,1,0,4159,6,0,0,0,28,0,2,10,50,18,0.054277178,4,0
47410_2019,0,0,1,1,0,0,1,1,0,7805,4,0,0,0,23,0,1,5,7,28,0.061716178,4,0
47412_2019,1,0,1,1,0,1,1,1,0,5481,10,0,0,0,9,0,2,6,26,43,0.303223068,4,0
47416_2019,0,0,0,1,0,0,1,1,0,3863,2,0,0,0,10,0,0,1,6,31,0.058164497,4,0
47417_2019,0,1,1,1,0,0,1,1,0,5297,0,0,0,0,14,0,0,9,44,14,0.052780041,4,0
47418_2019,1,1,1,1,0,0,1,1,0,8162,16,0,0,0,12,0,2,1,16,1,0.510138567,4,1
47423_2019,1,0,1,1,0,0,1,1,0,1868,4,0,0,0,5,0,2,9,27,14,0.056566614,4,0
47425_2019,1,1,0,1,0,0,1,1,0,4419,2,0,0,0,7,0,1,3,7,6,0.051960838,4,0
47426_2019,0,0,0,1,0,0,1,1,0,5185,0,0,0,0,8,0,0,1,2,45,0.051960838,4,0
47434_2019,1,0,1,1,0,1,1,1,0,7980,11,0,0,0,17,0,3,5,23,3,0.059203109,4,0
47438_2019,0,0,0,1,0,0,1,1,0,5641,0,0,0,0,17,0,1,4,7,14,0.431070778,4,0
47439_2019,1,1,0,1,0,0,1,1,0,4062,18,0,0,0,10,0,2,8,13,13,0.059277655,4,0
4743_2019,0,1,1,1,0,0,1,1,0,6338,0,0,0,0,16,0,0,8,33,26,0.215065328,1,0
